"ExternalName","IntuneDeviceId","EntraDeviceId"
"drilfr-91531q3","1a3ce1f4-9943-45cc-b681-6fc4e3b5502c","fd8f21fd-46a2-4fec-89b3-fa7e839f59f3"
"dse-pw021k6n","0e57d0e3-c4e7-4656-af0a-00ff006ca141","8e83d505-f16b-483d-aab1-a50bb91f0a4f"
"dse-5cd1258pc5","fde37083-c4f1-414d-a2a5-c8f40927e4f0","946cda31-6f57-4469-9fee-8deecb35843f"
"dk-5cg215900n","f13d4a12-d704-45f2-b1d0-07da2825e1b8","8a679328-4f90-49af-81e7-754849c03ad8"
"dse-5cg41427sx","94b057bb-fe14-48c2-be80-27bf33269eb5","5506ef7c-d6c3-45e7-9d9e-3f3373909e28"
"drhso-10106q0","f11590ce-4c3d-40d1-8dae-dc2828d2c55c","05730279-69f2-4d32-8136-ba676bb7c0ea"
"drilfr-1140c3d","5065b913-2ade-40e3-a0ba-eb00ee6c6194","01ad5059-d6a1-41ba-8c0e-b8904382025a"
"dse-5cd329724b","84b15e74-a924-4484-a370-9536d4f7d560","33959728-de09-4a5f-86a9-99a4e9eb8a09"
"dk-5cg215904n","e9e23e02-10e2-4783-ac59-4d60439529fb","f1452ecf-5aad-4f6f-b4e6-81d80f0435e7"
"mh-8cc2472x7x","942b7c0a-17a1-4aa1-9915-9a7c9d5c1d7e","b9206234-13e7-4d49-be36-3246d61ea01b"
"dse-5cd4145q9v","3f4ba54c-5f4c-4b20-a54d-64e56d8eb988","13076484-c0ef-4d7c-8874-1fa715924b2e"
"dse-5cd1258p0n","248887cd-0416-4593-9480-25641eea096f","88b6f1bc-bf2e-4be5-9a11-030aae8862c7"
"dradm-2026977","a2b1d665-abcd-46b6-86b9-5963874794bd","f7c125b4-8595-4f6f-bc03-8ce171e4417d"
"dse-5cd4146gcx","e9e9e183-b4a4-45c3-ae83-4afe4bd69130","46e7dedc-e27c-4020-8b37-f29afcc93cb9"
"dse-5cd0198f31","01b65539-934d-4b13-8220-71f3ba813645","39dd8157-a788-447d-bc66-d655d24b324e"
"drilve-13856wd","b70cc550-8ded-40e6-a074-7671e006abae","de178ffc-6635-4cc1-aa2c-2a1a0107e0c2"
"dse-5cd4178dv8","61ecfd7e-c05b-426f-b703-f4f7380343c9","dc3f755f-b279-482e-9624-f1208be854e4"
"mh-8cc2472x7r","aa340e1a-67ae-46eb-9c58-cbd8a4f20a17","da75b1b3-f87c-4bbc-8f20-ed664c575c0d"
"mh-8cc2472x8w","522a0268-1d15-47e3-a327-948934f53336","8ba9b832-d0f9-4659-ba29-e3607d59c934"
"adm-5cg32510hm","89dfe161-3571-4379-98d0-0cc69a7cc209","8e836f56-6398-422f-b2f0-9c9ce6602159"
"mh-8cc2472xbt","b0c89fc5-9822-49ea-b9d5-952e5ae028af","bb38b03f-c708-4f36-8cb6-2936507a15fe"
"ia-5cg2111pp8","0e790853-8cba-4118-a6bd-d9c22a221da8","fb8baa4d-b43e-48f8-a81a-c36056f367f1"
"dk-5cg2158yhv","63ba289a-2c91-494e-88a4-9b537549a07c","7e369f91-4cee-4f23-9727-baf817643cdb"
"dk-5cg21653pn","c4d57be8-695a-4290-8ef0-5fb085e8795a","906d41f5-5b35-4b0a-b45e-9b4f82a0f11c"
"dse-5cd3291k8z","269e8aa5-d03a-4343-8b64-558ad2780afe","dbe1169c-63d5-4782-acbe-950daccf2dae"
"mh-8cc31507jf","ad31b123-8c54-4c6e-91a1-3f312e31f84d","c77f7f6d-c2d9-4eb5-b6fb-749ac0135a5a"
"dse-5cd4178dt3","808866ff-4daf-4d43-a56f-e4394c1d3290","2e278758-3174-4940-8c5f-15e2018b1e41"
"dk-5cg2158ydn","9b800478-fe2a-4bca-abe6-1bdd66adf084","52b8c593-8506-430a-8931-bab1611a4398"
"dse-5cd4178dvq","47203881-14ac-4bc3-b292-394cb9bac434","78ef9e34-86ec-4949-9756-aaad03dfeb36"
"adm-5cg2461423","79d9937c-e712-4151-991b-d44309505c57","84913b96-05c5-41a1-b17b-d5ef5d1009a8"
"dse-5cd4178dnr","166c3afc-c917-46c9-ae30-1ee2c959dce2","23619f5a-6b17-45b1-a289-b8fe3e4f363d"
"mh-8cc2472x25","465f8b42-62ad-433d-9955-64a583683483","89288053-052a-490b-a3ff-11ddf2e7e43d"
"dk-5cg2158yhy","727f3c07-b955-4226-a9de-1bdbbc17796b","9dbfb450-3867-481b-b9e1-a47bf0a72ef0"
"dk-5cg21652cm","377ad339-409f-4294-b16f-14d370add5bd","f2004717-9cce-432b-b23d-97a8040c72a0"
"druein-137dqd1","a558a8be-819c-4d1c-9043-e97f76fae1c2","fcb46eef-ef84-48cc-b7d7-d2dcbecb4716"
"mh-8cc2472x79","9e897531-c1a5-433d-b99e-d87f5dde3270","272f3ec2-b1d9-417b-a3d8-08fd0a221c88"
"drhso-13578qf","6426583a-3dbc-46ee-a65d-28d4cb258c47","b8119763-8279-4118-a15e-6a8f9f1ae344"
"dse-5cd4145q9k","b0f462cc-527e-4172-82a9-916192b22d94","2ceec5a1-3c2e-4c6b-95ea-01688fb6d6bc"
"dse-5cd3291kkd","db7e42e1-651c-4019-a3cf-94b360aa959b","5f43a3e4-e502-4505-866b-17823e1775c4"
"dse-pw021kem","59538bd7-275d-4b3d-acb7-1feb57412bf4","80f70e5a-9bd3-492e-b77b-57f227a909ea"
"rfdv-win10","89e6cd75-e653-415a-ba8a-b608b0eccd89","90ebff03-8510-43eb-8c10-3899bdfaa29f"
"dse-pw021kpb","ac05bc59-b87b-41db-936c-aa32abd6afa0","565440ac-7d8e-40a0-8578-c6ed8b497b73"
"mh-8cc2472x6r","f0a0989b-1a92-46f3-9f4e-98769ba87276","418971d8-b637-4077-9b04-95cea03f9988"
"dse-5cg1115p59","2d7e7433-91bb-4bd2-a5a3-30795f867c5d","2b819ba8-1787-49c6-9211-647681605dc8"
"mh-8cc2472x9y","f5e5c81b-938b-4b85-88a6-b9e83fc61ee3","880e8c24-05c4-485a-b34e-e3ae641b3ca4"
"dse-5cd0198fy7","e732f107-6b48-4b10-bbd0-ad16e3716186","a2faf293-997e-49f1-bf5d-b8073223c344"
"dk-5cg216520g","ba9e47cb-d158-4936-942e-aef7cb9ebc1d","25036303-773a-4f7a-a697-69f63482c72a"
"dse-5cd4178dv4","63c6c209-aba4-4b4a-8ef4-25eae728e1f2","4cd353ad-9796-4ff9-86e4-653874259041"
"dse-5cg41424t5","b279bc5b-12af-4575-9089-c551cc809a13","1442c9c3-0bd1-4826-80b4-ffc565f3264c"
"drhso-1448j6s","b39f0c53-0f2d-49d1-9208-a873bc4b655b","f631fb9f-77b2-4f12-ad79-2e64024a10a8"
"dse-5cg41424d6","48e77066-2de7-4ccd-b520-2b888403e505","c1b8f60b-eb48-4f60-9368-53f1efa28e13"
"neuemj-95071w9","af8d8aac-45e1-4df3-b4d2-2c86f621f070","6f1f8295-c190-4ef7-ad19-42ef2c36d00f"
"drhso-9423kmq","75f9b40d-2397-4cd4-a203-e071c26e9fdc","6396c67b-1aab-4072-8d29-fdfadabe8c9c"
"mh-8cc2472x27","6a6fb98b-730f-48e6-98da-b565906a2058","2f579490-5b7a-4496-912f-e164f3a278c1"
"dse-5cd1258p4f","a87674f6-b929-4237-b598-c1b943cd1449","932c31d8-ba54-4500-a6e5-fd92998981d6"
"mh-8cc2472x1z","5d5bc0d5-0614-467d-852e-0e704c1f6608","0966605c-0943-4d3b-a1af-a9762c07887d"
"drilbr-8120qnc","c69d3ff5-0f88-4f6f-8db7-66bce5f63349","533040fe-d7a1-4b7c-b058-4880cee4bf10"
"dk-5cg2158y8s","03138f28-866c-4806-be66-505e2e8e9e7a","13b6c5d7-2f78-49c1-9db1-e9f8c994a701"
"drilor-1400wdr","16a07326-0fe1-4c45-be74-ebf2ad6f9710","21fd653e-2446-49c7-9c5f-9a629957e255"
"dse-pw021k6g","1973ef50-6909-4268-ad49-4e7e96947976","2fa105af-1405-414d-8d38-3ffe5ac8ee59"
"dse-5cd0198dyz","ce1d4345-9c3a-4ec7-be91-8c3b8ce338d8","152f9da6-d922-4b01-a5e0-ecbecc4f926e"
"dse-5cd4145q04","7cfc5b33-85df-4ac3-89a9-fcf23fcc455c","f8a68b93-d4ed-4cca-a758-d325a92e2636"
"mh-8cc2472xbd","4ab78043-5252-44df-b0b6-f6b60f808577","98d6b230-46d0-457e-bd55-2b7b83cdeea6"
"lk-8cc1170d1c","f6b4e42b-3453-4245-904b-5815d1719cfe","f82149ba-0ac1-4c8b-9a04-d7c60f58c83a"
"dse-5cd329729q","e39f8636-3efe-4632-b1b0-22c3de412a59","51e1ace7-3939-4c87-905a-7da7d1827699"
"druein-7412mns","81f0feb9-0f1a-42f0-a029-4e112d71135a","cf4bef15-9b5b-44d0-9192-6b068f836dd5"
"dse-pw021k87","be9cf3d8-af5f-43f8-a153-3dc57f9058d1","bed00688-704c-44ae-9b05-6b15e9e6fad4"
"dse-5cd0198fjk","6155666a-44f5-4496-89ae-b5797cfa0fcc","72f674a9-8feb-4ec0-92ab-f3c8524bd318"
"dse-5cd1258nsz","b794624d-bedd-4c57-9e34-b0bcab57af01","8d6783b5-0e02-4961-9177-cebeb16d31f0"
"dk-5cg2158yj5","8dae47b4-655b-4e04-aa95-ea04bdcf3503","f6f771b1-4d3c-4a4b-b689-9d82aa9facf8"
"dse-5cg32566hg","cc31a671-708c-43ca-8095-b3ea5a37d4a8","71f33253-4c36-4b54-96cf-b03f27657094"
"dk-5cg21651zx","a06eaefe-a8e4-474a-bd33-5d04918fe495","22f1afd4-8bdb-4f51-b996-0a826273ff9f"
"dk-5cg32703rp","8425fdf2-f328-4506-ad75-fe852fb58459","b1e087d8-bd23-4e43-a991-f1ea79bb1624"
"dradm-212dl5b","24e3fa3b-264a-4cdd-8875-d622cc82b3c4","a6fa2915-19b1-4abb-933a-76c55b730751"
"dk-5cg2158y6r","13a332a0-b61b-4004-a7ac-4bc25940919c","0b250183-da02-4f51-a73e-3f8931a40d65"
"dse-5cd4145py1","5543bfa9-93fe-44f6-925b-41b2e68e1fb2","410e9595-1057-4da8-b97f-6950ba7a1809"
"dse-5cd3291jz8","16fc46c8-1bc8-4d30-a844-3f7f3c4d6ef1","d89f9cfa-b90e-4710-af01-eb3ec752a719"
"dk-5cg2158yjc","96d4337e-d1dd-4205-a145-fb60622dbfe7","96ae41a5-4479-4c24-bada-5c4f4008cbc4"
"dse-5cg41426zn","5c2afcd0-fbd7-4ca8-b290-4147e17e15f4","d79b7932-8b4a-4a5f-a86b-eb8dbc512987"
"dse-5cd3291k3j","704c95ff-b8f0-41bc-8a7d-36f6513d6155","e0e1019d-6467-4ed9-bd79-b326e45d7ab4"
"dse-5cd3291k0m","e82d18f5-332d-4f1a-a8f2-45a62a13bb25","e4e5aa25-6a40-48e3-b930-3e44ca9a5d54"
"dk-5cg21653bf","042ddb82-d162-4a8b-a208-1cdc7d529972","eda2f773-00b9-420a-9496-43f1324d0f0a"
"dse-5cd329727q","9a4c5391-aeb8-4f45-bb9f-0e6f488ac65e","1ec51e86-99e9-45bf-b396-75adfaf6fd33"
"dse-pw01za22","422275b8-5a80-4e0e-8f5e-67c72b32e1cd","4292bd78-b336-42e2-b824-b2dbe1203545"
"dse-pw01za01","e599b1ed-225c-4052-b574-5a689f0f7412","3547ec45-cd0e-4d46-8b6c-271f63053e63"
"delt-8cn3210381","8d380679-1261-49f1-82d5-968363d8e1b7","8507f9e2-701a-49a4-83b8-8ef973be8368"
"dse-5cd4145qfs","2632c46e-e8ea-46a7-96ea-3394b6250230","5e55d47f-acb3-4f93-88e9-8200683db11a"
"hso-5cg3343h30","fe386c78-278f-4698-9bde-714abf661356","4cf4c2f6-7285-44c3-bfaa-b4c7094c580c"
"mh-8cc2472x78","4eb0fe18-1ebe-4806-823f-9c05173c0ece","4e2270d1-6e78-41e3-9c13-44403530ddcc"
"mh-8cc2472xcp","403587e8-b384-47f5-b50c-dd0fa2f16fed","1b23246a-e27b-4610-8832-6e2155f2d72b"
"dk-5cg2158yt3","2172b4ab-ad60-43cf-8519-7a930607b2b3","5c6bea81-7b34-41c0-90c8-c41fe4c7951f"
"dk-5cg2158z59","16fc8e4c-b9b3-460a-aac4-d01d9fd3fd47","ab8c44cb-5b87-4260-abe3-4e6f0a4ba8d2"
"dse-5cg32567xb","5bd8507b-f357-42c6-95ee-f32daf256e06","cc1fe6ae-53bc-4801-afed-6d775b7099f5"
"dse-pw021kaf","28e0d75f-515a-4b3e-912d-baacd2094aab","95e10200-65f8-4d29-bd79-52e202fe0488"
"neilmj-11568ss","5101cc38-de5b-4a1e-815d-ce41af384f2c","73d56825-5336-4419-ba38-4393cef65097"
"dradm-04717lj","854ef64a-8bcd-4129-bd5f-db8019407d47","61fb118d-b868-4743-8c51-79573c518dca"
"dse-5cd329724l","ce00df98-f3bd-4877-960e-55103222ce38","33e3b6dc-bf47-4dda-9110-b4fa2faa5346"
"mh-8cc2472x21","8b73fd0d-8851-44c9-af76-333b2a506e2e","896496aa-a7cb-4103-8501-ab4f12f6bc5e"
"dk-5cg3161w4d","a650a83d-3a47-4abb-899b-bd955f8eba0a","173e2c1e-b92b-4a26-9349-6e596c0732f8"
"dse-5cg3253xg6","66f52d83-bc2f-46ec-8bd7-5d2bd25c84b6","e4b25e21-23b5-44b8-8abe-e2dcfdd7dadf"
"drildro-847c38p","a8d82209-6c0f-494a-a4b9-d9dab2be0488","e898761b-8e55-40d4-8204-f4a96eacb648"
"mh-8cc2472x9x","ab97a2d8-61da-4d6a-a357-bc0e5daeb4e9","5ea03f83-d324-40e5-82f2-134a4c3db777"
"svilta-8121h63","0ff1f54a-95ae-4109-9c0c-f9c5ead18fef","45066f10-5762-47c7-9739-e3b628c02703"
"dk-5cg2158zz2","7f553761-6200-4f1b-9a0c-34e6b6cedcd5","5046a93a-8d8d-4e51-9656-83aaa45268d0"
"mh-8cc2472x42","65e8a14b-e0e0-4e74-8d3e-9c47fbca27de","d9b43f6d-b224-406b-89cc-4b30f79064a6"
"neuemj-7482htm","5cf3dcd4-c2bc-4747-ad59-8765fe991ad5","1b095109-cb79-4e1d-96aa-f8627860ec88"
"ikt-5cg2242c2z","ae112bb9-b85b-488f-9cfe-8ec0c7178f9f","ebe3e3a0-fee6-47d6-8a71-1c25aa0b31c4"
"dse-5cd1258p94","625a6242-df63-4a25-9232-171f232ae76e","88aa16af-981a-4e0a-9e8e-b5be7c46b0f5"
"dse-pw04k4ba","285b2ba7-ab9d-450b-9d04-f830574073cf","dc31f540-e330-428f-af97-d3a3e02fe4bc"
"dk-5cg216509z","197dc5b0-5678-430f-b55d-db9303886227","433fcf60-f702-4225-abe7-e8cc7b5e280a"
"dse-5cd4145q2l","ef5cde44-1727-46b1-ac9e-4d7584b03800","6b37fde9-acf7-444b-8956-6e0eb0ec8e00"
"rfd-5cg3373ks4","303449ec-a032-4f4f-bb5e-2b51d9493d56","0d38a894-ec4b-4496-9ffd-dff52ed21023"
"dse-pw01z9vy","3ec35ab6-c32b-4f1e-9e4c-f8702700039a","1257c231-9f97-4d8b-913f-e735f5e3adab"
"drilha-8120q6d","8c53e3f4-d5ab-4a16-b4a8-9af189624349","c9518978-222f-4616-8126-2b00959878eb"
"dk-5cg2158zq8","dcf02868-3866-41df-811c-42fbf43d2dd0","584a85dc-4150-442e-a00b-559a882e7b78"
"dse-5cd4146gc0","ff59ce7a-1b55-4ca3-8863-e2b6c536bdd5","7b2835ea-5d5f-48f3-9760-a9e4fbc9b4c7"
"dse-5cg3255cgx","916e0438-09c5-4948-9163-68cc9022ed55","1d2f36ff-fac0-43bb-82e2-1bfe42184a9b"
"mh-8cc2472x30","a4e52b5a-b4c7-42ea-aa0b-46364d863ac0","feb8605c-d54f-46ec-835f-be46cd4f01ab"
"dse-5cd0198f90","99ceb6f0-74e2-40fe-9ef6-5f11c28027af","6978917a-2efb-44a4-b305-72c062141368"
"dk-f8f3347f60a4","a5195457-f02d-4b2d-b052-e61f113b87fd","010c99f9-b6cb-4514-a09b-3433dcb16343"
"drhso-6422bt4","9bf712aa-bf53-4e44-8db2-6a1fac8ffacb","d30920b8-ff3b-4579-9596-0450a5295c6a"
"dse-5cg32567yd","f6bf34d4-2e26-455d-9c82-f2cf2ae498b5","09305912-7602-4a4c-8e30-b9d679a9541e"
"dse-5cd4178dx4","7bb82279-322c-4704-af2a-eff73f6d0a2d","ae343575-0f11-496a-8ae4-4f96534112d9"
"drildro-924frhr","c694d98a-e630-4bf3-ba8e-0942b8b802c0","ceecadcc-5317-4877-bf06-e9aa0dd31358"
"druein-70739xj","e88bd7b7-2eee-4b32-936d-b6ad15fa8d3c","64b3410f-c1ea-43b9-a24f-4a676150d029"
"dse-pw01za06","0d4d01cb-ecfb-40e6-ad8a-60155c8538c7","1efb465a-40ec-46b7-b94d-fb8c12c49ab0"
"drilin-73651kc","85a6a395-1729-4ead-9784-ffbe0bc2e9b1","f921c4ca-ca43-4dce-abe9-13d28af0d432"
"dse-5cd329725s","5988a225-59d9-471c-8b97-fd0f4c38620f","f6a03c2d-a6e2-472b-b09f-33ee4755e27a"
"neuekr-95073nc","4ebbfb69-529c-4b75-aeaf-e140cc6a63dc","cd35bf07-8ade-48ae-9d04-135801f431c3"
"mh-8cc2472x2y","805bd19f-da01-4fba-a77e-7dac7253b0ff","381462e5-422a-4851-9ca3-e663131cc02f"
"dse-5cg3256694","e49f6c10-b5c0-499c-831e-07f9c8402da8","1d25fdc3-2733-405a-ac9d-fa95a123022e"
"mh-8cc2472x1v","70bf8489-6d5c-4e29-800c-4d77cbab4805","c5a14c29-f421-4560-8f3f-ac76b3156008"
"dk-5cg2158y02","0ed51ed7-3363-4b4d-9907-2a09cadeb5dd","2f856335-5312-4d25-a4ea-47e07faaa75d"
"dse-pw021kaz","0d48ebff-7b92-477f-aeb0-cd59e75d592d","912465f1-95a4-4e11-8392-79fa4121335e"
"dse-5cd4178dv9","350a1d5d-e26a-4cab-9dc6-794ef583c982","d8b22cb6-6bac-47c7-84cc-07b7eaec143e"
"drilin-7062qfy","672da2e5-dd26-4cec-9028-11ad58bac34f","6e92e89b-d15e-47ee-8010-df09128f552d"
"dradm-61520fb","9d5c845b-1835-4996-b196-656fdeab8eb6","63b3d92d-25de-447f-9076-4f91b280dd49"
"dk-5cg2158y3n","9c29250c-5217-4991-bc61-6262d7d23003","1c4968ce-15ad-409d-b0a4-730063f50859"
"druein-74122tl","da02fa7c-7532-42fb-b8df-9482e28c6a19","a353d273-d7d9-47ed-8d2a-c8f81443316f"
"dk-5cg2164zvx","3ab26a9d-ea91-4ac4-b5e6-f10be7c5fc74","2b75527b-3e4e-47cb-bf69-df48b0215bd1"
"rfd-0509bh4","29d9cbc7-c042-4dd1-a001-f887892de783","1122c61d-24b4-4f81-a6ea-85517146aba9"
"drilak-909b83y","af8f61b2-3460-4287-abd1-a3a8013ce787","f51a1a53-9457-4503-b57f-9236d5acbd25"
"mh-8cc2472wyk","866e5570-9c07-43f3-93da-60e3fbc0528f","87eadc2e-3fb6-4f3d-843e-644b3f8abd32"
"eks-5cg3184884","739a05d7-f2a7-46c9-933f-19994e9df0e9","a330745e-5c23-4281-868f-5fa2aa232c80"
"dse-5cd4178dwg","a2bf4513-edaa-4b79-a636-4210e7b3dfcc","6a3e5aa7-8ba6-498c-9e70-ceebf2054f0c"
"dse-5cd4146g9q","8fb0d225-fb98-4ee3-b065-40bf6cae8bf0","c4453052-3d7f-4661-81e9-0ac01fbe4c5b"
"hso-5cg3192zcl","dd920545-ad58-4a7c-921f-f4a5adb0c192","7d83565c-6219-44df-a341-c342c09e2698"
"dk-5cg21653bv","d6c541c3-c56f-414f-9189-dad375498b21","b7ee54a2-e01a-41be-ad70-21bc5a08d8e6"
"druein-74122v5","3480f397-0161-4494-875b-ff07425d88e9","b13551cf-f31c-43f1-b38e-22ba3c270087"
"mh-8cc2472x3d","09b1c7ac-3bb9-4ce3-b183-ae01fbc6b4b7","bd56867f-7141-463a-9907-3b13f2f54e0a"
"hso-8cc306127k","7f41324a-fa20-4516-9f2c-0992b81c56fa","e44c85b7-268c-45da-8c80-7090aa02c402"
"mh-8cc2472x09","e87b4403-65f6-4b07-945d-a09d18d53bec","2e38c3ed-bb90-4094-b5bd-35b4bcd0f20d"
"dse-5cd4145pzt","d838b2be-0eaa-4beb-8f7b-f18b184abb8e","91a31239-20ad-49f5-bf15-0dc7599aefd7"
"druein-9519lhm","0cfec20b-a13a-4d10-9cca-97fd4d6afe52","99732ce5-26b2-4d8a-a5cd-8198626a9c4b"
"drilfr-1140c39","d8e7dc59-2fa7-4bd9-8ea2-198bad14974a","98a2e7c0-93e2-4fcd-9bfc-3f719fe20939"
"dse-5cg41422gx","dd387317-a8c9-4235-8b39-b9a8baf373f9","4eb1d141-b521-4045-ba85-afa31ca170ca"
"tek-5cg3082db7","b6e62bd5-5c11-43ba-81c3-d0893773be31","01d310b9-b2e4-4425-8f6e-733f7a8db86c"
"mh-8cc2472x4n","74d508f9-e279-4300-a40d-ca474092c374","a2dce2fa-1acd-44b7-8146-c575cbf2c2da"
"drbv-0227s2j","37133476-e646-4cf2-857a-cfc62195bd89","6c7b0e25-aa43-45e8-b0a9-f064f007474d"
"dse-pw01za4a","4ba73981-00de-4be8-81f9-3978989252ba","854b7c0b-a9ae-4cc8-9c91-07dbea0d508f"
"desktop-5hntibd","9ea67fb5-ffea-4020-befa-5853809b1512","e80098bc-b3af-495a-8508-a96400670add"
"dk-5cg216520t","910b0b51-9334-40ba-bcfe-f88b37f2a498","81b95961-dea6-4753-930d-7b10b947bc94"
"drildro-847c36z","32b0bcb3-ca09-4b11-b4cd-51d21c5cdc8b","405ad28c-af17-440e-91a4-58f1638bbeff"
"druein-137dqbk","38b8d77d-9eea-4dc5-bdfa-779648791bc9","220f7e90-d203-4138-bdfc-e98d914d1f4c"
"dse-pw021kbn","ed43d8ce-cb4c-472f-b247-e6edf569787a","923af0f4-96a4-42f2-90c2-0609a410f29f"
"mh-8cc2472wy1","140ee721-716a-44a4-8ed9-dfc8d2c0c99f","410d0ff1-a257-4ded-b571-8e4eb64d6698"
"dse-5cg3253xr2","92d87c26-1906-49cc-ac7e-8f8bc8f511d5","fc5ec5fe-c323-4480-8072-70f33f119360"
"dse-5cd3291k9h","a6165b78-65a3-4712-a0d7-c74e8e5bd56d","978bcff6-d825-45fb-9a01-a5ba24b843b2"
"dradm-3722-82","be481a92-7bf3-4c93-8a44-7d7ff3c7057d","a88649a6-0af6-4a05-a82f-28c2a915f505"
"drilfr-915319t","1e47e228-d5c5-4751-a744-e18d6831e2b1","7768938f-37bf-46a3-9ddf-2b4e44f52156"
"dse-pw021ka3","4c741f6c-4368-4ebf-a45f-f842671d2c8e","29686acb-cdde-4ea2-8d8a-218bd5ef248e"
"dse-5cd4178djs","9b84323c-981d-4593-af2a-c6e985f073a8","fc9d1cf5-0598-4ccc-af5d-a2ffd137fbe7"
"dse-5cd1258n5q","eaa7a1e9-859e-470c-80f7-a2de4aaaed14","60fd4a3e-aadf-4151-92c1-1e4798135568"
"dse-5cd4178dt6","8c7d9f0e-ccf0-4374-a1c3-e393e4ce8680","5e57733a-31d8-468d-badd-9b462b31923e"
"ikt-5cg3342m1r","8091f6c5-2a3f-4633-8c0f-72f0bccdf13b","535ab9fd-6e64-40b5-9a08-e2f9b6b554ed"
"hso-5cg3192zcj","ea95c414-8612-4975-8e87-e9790f0e6ed4","63b9eaa7-3ad1-48a7-b3b6-939907ef62ae"
"dk-5cg21653cq","16f5f35f-da1d-4a59-bf2f-618c1f1fca74","774194a1-e265-4f12-8373-456fd5fd12c0"
"dse-5cg41424d4","2019c799-18bf-41de-911a-a04a2ab8b65d","8e5815f4-d2e4-491e-aa4a-7ae552a12109"
"mh-8cc2472x1q","ecc09b9e-7001-4ccd-94c6-2bc14ad25acf","4d46acc6-0bee-450b-9772-a1a3d1c5fe0b"
"dse-5cd1258nsg","ce2fbc54-dd4f-49af-b5e7-e0c1441f0162","9d4390a7-e13f-4c14-a34d-f030387fd992"
"dk-5cg215902w","fa409315-f3a0-4752-b133-9034ad76eee1","847cd7e1-7695-4ae8-9368-20059dbd8aaf"
"drilfr-1140c33","252702a8-1d8b-417d-b4dc-b6462a17dd1c","836bf30e-803d-4cd4-9458-1330569d4945"
"mh-8cc2472x99","2fcfdca6-24c1-49e9-bcf1-5a1defedd32e","209aeb4e-216b-4551-b3b3-fdec9b8c45c3"
"dk-5cg2158z19","fb693f59-49c3-40da-9f97-f12b91e127d8","98a4e1a4-b8de-4081-88ba-0c6d5e762c89"
